X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
-70.05009768625152,721.1150515614602,433.54326198721463,111.49801157797312,6.488232367755055,4,0.40008419471207035,3,38.66846230462144,40.002992401288225
-71.6803647064064,709.373018776541,448.7654722325122,132.05680796897755,6.6473376484093984,5,0.4007263406871136,3,39.59798595354432,39.863691013686946
-72.34957108416448,673.097119834002,255.55928054993439,210.94254470556572,3.601661335062172,2,0.40384804842634897,3,13.621005936202707,15.957988887419683
-72.96955297967611,634.1346922058548,247.27992845851216,215.7520375435146,3.4025172983720777,3,0.3981197331895862,3,14.135932501650743,15.718085112919413
-71.61952509866435,633.0456506522409,227.0048819707939,210.42878464282504,3.1859689719551203,4,0.3955688079229282,3,13.992199408408595,16.548898020049474
-71.87812013088268,661.9728521785644,256.08038509069354,232.33556377021355,3.754170325236949,5,0.4007923659829339,3,13.531223233180414,16.655873852057958
-75.50100408070551,733.9646902042327,252.6626303690152,225.85284242185614,3.4655133320185354,2,0.4040481074810919,3,14.584697753053046,16.608371165281618
-76.56307976733709,771.7876730961851,246.84103772616362,217.66244831761554,3.156849556680029,3,0.4001278198342394,3,13.881070196857223,15.746023721432994
-75.53201831894705,642.654715522173,285.7413630287587,234.34772159099228,3.3255311492302946,4,0.3974269159305072,3,14.346232725800347,16.788579379929185
-74.67382703984882,650.4463404366521,256.002492406257,226.44928559107956,3.632623142578772,5,0.4005800354848195,3,14.095059550772339,16.015220458488056
-79.0486556269402,706.2938205458211,275.28094068479186,231.01768385685364,3.3883293869160065,2,0.3983000012966899,3,14.636381983221588,16.2665050386048
-78.7299292726059,711.003831267261,307.40451065380796,204.1990930170245,3.8319083034858314,3,0.39916565590944886,3,14.493268409741722,15.922064058196387
-79.41512645468343,681.5923863296905,280.6362433147726,215.1764362100417,3.4078294639368525,4,0.3988402728622228,3,14.277339765566154,17.077676989000054
-79.11979052837391,699.331331387116,273.24478316906095,200.6504515206488,3.5122759091413305,5,0.3984623570647539,3,14.178496111560133,16.492563278025873
-81.45349587354946,809.1837961697261,314.1282759731426,239.09870758323427,3.2392838208114254,2,0.39777573342574407,3,15.121610462670727,16.98293037439192
-80.46887230922074,830.5525935541751,315.6200825543999,227.8095056112476,3.24382384575797,3,0.40464703224517606,3,14.643817651005389,17.683890534575557
-80.30684662235441,695.7526965214237,325.72749361226454,217.25082148137648,3.759171783006098,4,0.4051192035888001,3,14.708739770566021,18.036799483896726
-80.35748604927691,715.4762446898973,319.3341309402229,199.6265086627437,3.769004530703937,5,0.3988010047214297,3,14.973278340054119,18.337781857114425
-82.98138095470097,852.5380547422352,324.44600816827824,229.68124518710562,3.7065780750680117,2,0.4006148056678045,3,18.488206488058943,20.38788385940196
-82.87308182265437,753.5286093358,369.2285669840855,234.87292336924037,3.670495718586583,3,0.3991016676481559,3,18.18083449829098,20.510597071279726
-83.24214579263543,811.1877915743609,326.9149443254146,219.49600386569577,3.742589219017478,4,0.4036374314596927,3,18.735362947429195,21.142022140017747
-82.83006204823424,848.6940413343847,373.5417288218477,234.36603289151307,3.635264747729347,5,0.3952345141693464,3,18.70668484088114,21.646086179332286
-87.12607719958609,760.8880292293246,382.72052824911134,216.57820948639034,3.425383017869014,2,0.3948985166387148,3,16.889936086273902,16.67005596962426
-86.10572645334521,863.3312944373873,372.900924339672,203.60267415315406,3.1915027659338273,3,0.39655738195233237,3,16.146579957897966,16.973525894134145
-86.01491698547375,794.3578510931598,361.9947134314789,231.67246700486686,3.308545430038634,4,0.4017074558044445,3,16.846138933945877,16.735129077209518
-86.47866512521851,779.6646704877213,351.65419685585823,213.1743939503731,3.4603121513682322,5,0.40299029099490785,3,16.60933194998712,16.275092348575026
-53.858939762954215,463.7403542570996,323.14588117493054,119.35691332401261,7.683581238515617,2,0.40082952337772493,4,32.70936645333612,32.74969854290254
-54.60857580099214,560.0822530257083,274.5777415718687,110.58483753843149,7.132659691827607,3,0.40369437187080975,4,32.361134548224186,32.83023223839921
-55.24187388359289,557.5188623450919,267.6329167644913,101.6433948278639,6.873232280328498,4,0.4029985490030703,4,32.27237076428543,33.84889281162635
-54.073760753049285,562.9780348359727,304.2712837644926,103.39729550355301,6.460484842550603,5,0.4017111657568422,4,32.3109374114765,33.747547689534194
-58.95820641348489,560.2780164091014,328.5711466004083,133.49381741974682,6.346972593764785,2,0.3975644244790661,4,36.1621159605255,33.826130056216456
-60.21470656757618,534.9716080774386,295.3168139737253,128.50992329027403,7.617891664705738,3,0.40139830839230745,4,35.917787936731074,40.13589132140319
-59.791747145897276,588.1456063651372,320.561642156611,134.2470407160278,6.930496839480859,4,0.40025104756563457,4,35.306806405658826,38.803071852007456
-60.10175845762805,600.787370089024,333.9881855976073,125.4003248519036,7.6661630173866255,5,0.40115289202105864,4,36.72166573922431,35.516782772671355
-61.02906760932281,537.8237497462464,315.3024111250597,140.12448660875154,7.365975740963429,2,0.3995096879009168,4,32.56736555458147,31.21025330135508
-62.61421739659862,645.6710952959122,298.7928208342828,159.51006579958002,7.434663869536669,3,0.4018012906370747,4,31.688179635722836,36.26213328520795
-62.87613961376395,634.6944784111279,297.9027684061151,134.72394864078868,7.163100419851235,4,0.3986709521125272,4,32.19129762614276,35.940475099846864
-63.05094229533421,605.6016733047298,276.73757631428913,134.70606014802215,6.593038276861455,5,0.399486171364097,4,32.71067832574274,30.823269432072614
-64.47503523238225,584.6209590895702,330.89773880740415,157.7229420756855,6.533966602266866,2,0.40360956601668896,4,28.768873882865428,28.232137412745278
-64.59075575877344,589.86425046481,345.6369762795012,135.0952657273044,6.564504608232643,3,0.40035370597062486,4,28.122407283765607,32.21020765513195
-64.63216860540098,590.1886008121015,324.571615366781,155.5479154163966,6.800261385792816,4,0.4030776787210488,4,28.65486798031785,31.08438869095226
-65.06972435702157,599.8158372615949,299.83507192526565,160.73552684902813,6.85512776802603,5,0.402015112760439,4,29.487726009837555,28.436260969825568
-67.89775058985842,587.6136427887907,342.73615899681215,151.15954999679658,7.31031006272354,2,0.40071926290641074,4,42.48093145131446,38.07417887808166
-68.27553697212946,633.2513806356205,376.342153812004,132.92468392675246,6.775681293541499,3,0.40163336756252443,4,41.83264710547527,47.482715461696976
-66.74128589377874,672.0460565126589,361.3502333310365,138.32792843384922,6.44878976030037,4,0.39836601481473144,4,41.47286926455076,46.040019533804546
-67.88687879990812,608.9111383424807,338.81112218667175,138.19263482589577,6.647203253373952,5,0.4015348288776551,4,43.06786007935048,39.60051474435775
-71.61008494824326,633.9255051605977,428.4229342667881,120.33602491453755,6.7303715270770645,2,0.3968853024718605,4,40.330645486857414,40.11012372268275
-70.05515763273456,682.2765713483932,394.9059013319771,111.68462260517808,6.771801388552636,3,0.39921703298793004,4,40.1236873794104,39.84891558762662
-71.30035536032841,673.175287994949,414.4807227299355,111.32119011217159,6.597897729709464,4,0.3990346944221826,4,40.673678348501845,40.183113370118235
-69.57190401201885,705.1256540874984,391.22829381435514,130.44110521036708,6.532515202765409,5,0.40158931366350387,4,39.948603129608436,41.19999734784661
-72.87374027312553,740.306832384818,258.1301406404797,209.05163831940314,3.5378735064049174,2,0.40036593142064947,4,14.179885318938283,16.943360204208368
-72.82990479949154,734.6454244070367,238.7740779305417,225.54071324449487,3.6865192984263304,3,0.4008028695806199,4,14.365547301120055,16.78589498742409
-74.4294907373253,729.7026521651887,246.75188452029133,236.69531463298452,3.5211737753358783,4,0.39942081182277517,4,14.334359135783464,16.63656574215377
-73.20568572675283,738.2950432396093,244.3754972311142,241.902671441317,3.637583651284706,5,0.4003972167989945,4,14.276850630399347,16.868264324771534
-75.2983833988773,742.8093172177843,254.62628848041498,227.2740877203984,3.215091481678039,2,0.39900828338054395,4,14.597449577324737,16.66479238738161
-74.49985589164449,705.4703535792961,263.9313358091623,214.12323544003408,3.600389263733514,3,0.4010068668547018,4,14.578404524979925,16.926948954164
-74.74389110800468,715.0173538449292,285.43288934679475,220.91619780348304,3.513231431724821,4,0.39893519285711454,4,14.483654682808393,17.05979782811767
-76.38558433121271,750.849817242537,252.07167967916,202.44388314116105,3.348377030949389,5,0.400216519610879,4,14.531289874082388,18.012385890025662
-78.46373790973716,773.4745644820168,307.42136105285294,228.32740532739757,3.2520556112291836,2,0.39811921576679477,4,14.382429430543473,16.856387956422445
-79.42264609383827,800.2975955183017,303.8534597039056,229.4351191991529,3.3089986628141395,3,0.4030961231437019,4,14.374803154454684,16.83810941096204
-78.08691408168157,732.7627661284387,299.40574664370405,215.88889283169877,3.5551854874188207,4,0.40254672464470753,4,14.856827665594883,16.389062753598694
-77.46973731490107,731.4518175672766,264.9398144678885,203.24373102805956,3.6031523348570698,5,0.4021200494755843,4,14.712991796470186,17.686439120514514
-80.78611537044581,818.9413279897235,310.40598997383006,199.03120241767294,3.1949494803183023,2,0.39686123730869327,4,15.478471239416939,17.90036623832478
-81.0049854693784,804.7766014013109,325.209327728075,239.22628815665604,3.819791366761407,3,0.3978212792660419,4,15.327587565359503,18.057620148079344
-81.8478072962306,712.9172753108865,313.7122205488283,222.5941115411695,3.4355823561793493,4,0.40222896395894187,4,14.970572907420994,18.44003486241779
-81.83870987221886,716.4098905374276,347.3255768675083,199.42256182311928,3.5478313890661375,5,0.3996935402565813,4,15.202697385387596,18.760691515465556
-82.67191358539066,759.6467946164266,343.09264472822525,205.79126880000604,3.259139275353854,2,0.39560911344946803,4,18.79589577729363,21.87796104322069
-83.51240240119515,789.3666612796524,332.7178298326708,224.87798843315167,3.579238616594069,3,0.39970262564359477,4,19.425895236570057,21.714166935342305
-83.46367321520641,855.0914942937917,359.2700183781925,230.96187278631632,3.645208512007921,4,0.39728752525343364,4,19.134089014246168,22.37928796397422
-84.17795639932588,810.8560317459414,340.80973043253397,213.1519752901918,3.334592654900019,5,0.3951068810605486,4,18.870877751162112,22.95982909189331
-86.27229821631748,846.9985272475802,360.88667853437704,224.69174669074337,3.306865631245272,2,0.39953124958618225,4,16.445021337795772,17.172245283557697
-86.42775644952702,848.2086249290538,385.4577887132144,240.53436419308886,3.326405665233843,3,0.4016699988991762,4,16.66749237675089,16.72804426950952
-86.75398175086477,852.3581906986909,348.39428330685723,221.85060842482142,3.502749989915837,4,0.3991040735451836,4,16.97088551468028,16.60156217781994
-86.01798204245252,877.96966624253,360.5039294596732,241.50751059809116,3.2906098427389203,5,0.39970921221531347,4,16.668209744248273,17.0746459925178
-53.0182030235246,480.92904075322633,309.99058437022336,119.20950404281795,7.6127159542058385,2,0.3958254780920059,5,32.921179556668896,32.90610538886652
-54.251261048500716,561.259897210884,304.7840183989546,113.82687117082507,6.770584515853678,3,0.39994307221165587,5,32.93833420682655,33.1138607238232
-54.45276221480959,550.5705910777042,301.15192408774607,115.92714119548847,6.810020908848305,4,0.40054595366600076,5,32.29580278784177,33.74713192637955
-54.9719073345849,489.56007553300367,298.04249310793625,104.48875402152551,7.053807212210146,5,0.4045372625721238,5,32.844281497767646,34.366922553173694
-60.10461718125933,596.9318816563949,327.39856729913697,127.68672396133124,6.914745445072413,2,0.4001499196698466,5,35.68826974826959,33.95071151359029
-61.22154481579985,558.4508886046494,292.0319528428226,116.60251952736725,7.317181225409556,3,0.40056047404282236,5,35.11676023657507,32.953040842153925
-61.26654913143387,521.3292133642385,341.74461727828174,126.02768759655888,7.039982787096335,4,0.39770335932229056,5,34.65456081269575,38.46729396211575
-59.39364183966441,572.3839943930294,348.87541799389226,110.30891055435278,6.4233560920230275,5,0.39946674084484657,5,35.05474376502373,37.49443212975665
-62.72845033791339,607.3374515684694,274.209587993251,143.51179311576277,6.872214447593629,2,0.3955590237297978,5,32.02455493572105,30.078619387833996
-62.05345173624821,630.5031032782921,299.4606588550936,143.58035727462433,7.140301978094859,3,0.4001687233795934,5,32.107081942157876,31.31904945885199
-60.99848105984649,562.9382383450576,278.4237627551762,145.34637217641492,6.3317976664740225,4,0.40068225737132457,5,31.025068536008007,36.48590754827579
-62.11723469563775,547.1645312392392,283.9928514101968,155.9995848240925,6.409336395119692,5,0.4011608504433856,5,31.9185091837071,35.194838505140126
-65.07227744479786,583.8005813809915,301.2279022313479,144.6798612843483,6.338650412933176,2,0.4049052589013114,5,30.085859499165963,30.258184913644023
-64.08857093057887,614.2245593171557,333.7106671902463,136.8354520760852,6.718407734330356,3,0.40032080805005144,5,29.87637244277475,29.038467538176665
-64.09343040282974,649.7713659996501,336.3272318675938,138.43806197431493,6.567639292759888,4,0.4025689761846583,5,29.045885984642528,34.47227029105308
-65.19407770032444,662.5373582948322,301.1235937413835,146.34447747952316,6.5601874983134785,5,0.4001116502494369,5,29.75418516007802,32.385934442653735
-68.07529939195294,594.7606816020119,351.8379438687098,138.04932260514448,7.5499287826456385,2,0.4038764558031235,5,42.13975867109574,38.70805235868515
-66.86514505679924,628.0740998682126,365.4234363940821,157.4917287675699,6.431020750612443,3,0.4007077546338045,5,41.879224982875805,38.100393157841424
-68.57063523894095,609.2275302766988,347.9274938904617,157.6600594417359,7.045188599011828,4,0.3977303287243934,5,41.43114101709718,46.95689110051187
-67.25053852000926,596.8221003763113,336.25758892671064,149.64012266809496,6.878326749697575,5,0.4006040614731133,5,40.3781349407843,45.043926656557126
-71.3526534198486,662.9848370923346,391.75439654265733,115.08942892798866,7.580698461873405,2,0.40000764036866854,5,38.96462696385548,39.46038792173334
-71.19274667111712,705.3995724897784,437.5785444842928,120.68601731841974,6.372921675025069,3,0.4009254131133642,5,39.6210103340506,39.77063188568867
-71.79867744914264,673.0997779440103,400.40987845307137,131.51813264883768,7.678287624410423,4,0.3988745372953771,5,39.269215248978604,38.03531972000065
-70.21972630792791,615.9924971660763,393.80867267562127,128.9397495002081,6.512175743878777,5,0.3981768260918549,5,40.20848868175786,38.23650121579264
-73.31638691968499,732.43388119319,243.98042188299922,242.3474853977815,3.1974846123146548,2,0.3983488860494505,5,14.352104179615013,16.531032563353207
-73.16398345566,714.9108177622155,257.79218469895164,215.33891026718564,3.611689659163008,3,0.39976135883107533,5,13.966394376311882,16.261880987280406
-73.38640182623796,731.1432326298038,241.63980807160095,224.5432734714833,3.2980695812890826,4,0.39974224282987,5,14.302209111072665,16.637637079991343
-73.29024003852994,668.1591487532514,237.342094456059,234.20320101637213,3.652045644574546,5,0.39837426723254793,5,14.174124151505513,16.70005080096269
-76.97886527212673,738.4816721498721,272.3797558531048,229.0565398030636,3.5751239696093657,2,0.3994078518122933,5,12.185894484894979,15.65473227156314
-76.98683538490039,745.1799158762742,290.45519589011684,199.18532974318123,3.840355306294266,3,0.3988957056539494,5,12.832242299791364,14.638967563922709
-77.43837040032851,648.0436366282456,242.66394791654412,236.5466429168689,3.734759384608905,4,0.3977288054846541,5,12.882039999738376,15.461945254553225
-75.86591018325878,742.1122093516137,244.4973207819736,199.90868737208365,3.570530044827666,5,0.4034853803532386,5,12.614864923226058,14.942195375321742
-78.00065816075592,753.8001737750457,302.9436176516797,218.92937641580522,3.6044773502268965,2,0.3922300158536926,5,14.640482447903743,16.69366104843199
-76.87784026480192,668.1512429260816,297.5990167800252,237.37423426523333,3.4877565201936456,3,0.402794264997068,5,14.092937963525065,15.404234363699786
-78.17976506582973,722.2745616732595,302.6319163332985,226.39199785887448,3.5745422294474443,4,0.4001493483718312,5,14.11048602387878,16.414914979698608
-77.53438628205953,693.8025690118917,273.22622938919096,207.5469664657371,3.692591820431513,5,0.3971122690316808,5,14.350727807475996,17.036812207542752
-81.12691722018005,771.1789229433829,302.98260963549546,239.22527879484525,3.820040122632369,2,0.4002374981446012,5,14.985827888519687,17.46620747390711
-80.8366348620308,805.0894157469494,292.57599433880523,222.77994798916498,3.8142503870953606,3,0.39636621623218715,5,15.05025221992482,17.84775450534275
-81.29890167214353,705.1994120278972,295.7123989533856,219.73573849649213,3.704056738760624,4,0.3950400877109274,5,15.046756800143799,17.375556883575115
-81.36295243893775,823.6507592864509,349.7378028556943,212.81732182060796,3.3109457771621074,5,0.39764486123046167,5,15.239293391972513,17.735145000487698
-83.13101275552036,790.5707006171452,357.1631769115978,201.22294535753235,3.3954703013049117,2,0.39863386854386224,5,18.062269173831343,20.365806249962084
-84.1374881406328,853.2259598529963,316.34994938289935,231.37284897280674,3.450187014233095,3,0.39749973764018814,5,17.917352436922265,20.3829599683528
-84.3516329694593,778.3879620921145,346.03351586260334,238.32182283842045,3.4218635184487987,4,0.4065082532055534,5,18.219355858700904,20.59127952514879
-83.49895388414694,796.0673115388281,361.5388884369055,237.81476314263293,3.5179568483935566,5,0.40537192668246635,5,18.103502923521607,20.927353809710247
-85.17160217929086,858.070221947093,388.42609327284157,208.25089638864728,3.549906488586756,2,0.4026836307203506,5,16.75793255718266,16.588628663312868
-86.50682413579479,728.751661505975,374.93150092791717,220.42819672676075,3.330924361018959,3,0.4019970184958163,5,16.272907875959184,17.451524996530992
-84.32209720703048,877.6323387022984,342.807052231693,200.97904628487754,3.210531755011648,4,0.40206550401193575,5,16.345240825896763,16.649569760094654
-86.02670244335108,860.6206530451215,354.50583909057997,229.68976367147096,3.5405014132454253,5,0.4006705080208307,5,16.74379123206693,16.20138601464286
-156.59763624958413,495.57565654066207,268.7659656137651,116.51478595074862,6.526063001914516,2,0.000926032452790167,0,15.416347715910613,20.982171867805437
-159.5569352596503,534.8412877108277,280.13205049935755,104.07224427959444,7.58843714282003,3,-0.004375526052860662,0,15.571395309995612,20.989960515063014
-161.88929574245316,495.06333386735184,323.12521679285186,114.14199380362973,7.529018090987711,4,-0.003331616958033591,0,15.563672226859413,21.121526642165307
-157.55886129234395,529.9135206487707,290.1555509084736,103.90205020455424,7.533350020083,5,-0.0018391902691317558,0,15.302955517125925,21.67979132280404
-176.0787580046737,577.1858118916288,323.18884229964493,119.57937680129615,6.418620320630508,2,0.004307798325807451,0,21.11653085356249,28.315652537426036
-172.65208140438523,588.045120450398,290.3190655673069,123.32047063294101,7.569085032768851,3,-0.004317678656737526,0,21.482350968488433,25.594619848271392
-173.44035568346206,542.0250791453633,334.4704994906628,113.59206954309549,7.188365394829574,4,-0.0011705965505918656,0,20.875161363887727,25.244307638206593
-171.97184128306435,531.9720060137714,316.1623139392978,122.15335456418916,7.080686060323343,5,-0.003459895421566042,0,19.3259762370938,29.519741879862504
-179.50128131043152,579.4459104169736,273.264304802526,144.23378984652305,6.578792403454496,2,0.0002538286118792234,0,19.56452996587802,27.298498277720704
-179.98908624794984,542.3300076103644,321.5284759190497,152.4415937639721,6.648320007555408,3,-0.0010207103883453092,0,19.863178491492032,21.917191804327445
-179.8607940674509,550.226404417708,297.9190158009321,133.67309714583436,7.48967096851595,4,-0.0011931781411113854,0,19.166385725719742,23.815125499538077
-178.03820159245362,562.4549388831018,302.7900470153617,157.9433354608721,6.542344621706557,5,0.0006403549672437892,0,18.356609827691436,28.032646872630366
-188.4966727610764,566.8379331078344,320.1906428064929,139.01154817559805,6.423133988106363,2,-0.004775100913289031,0,17.181672045808106,24.04770814265965
-188.08271169496956,590.6136207904657,328.7014813659384,135.85979800925674,7.348885846493911,3,-0.0036721568377070064,0,17.589753437116453,21.596005362636294
-187.11776905404102,559.5851795142014,342.85918600942085,150.79836595279386,6.438249221326607,4,-0.0027937352553533902,0,16.98683028584252,20.993228448549804
-185.97732940826452,641.2352456764926,300.601686193157,151.0069036071303,7.175665028596185,5,0.0009942930373375892,0,16.011525110972645,24.88762848384576
-196.3690041962039,646.8892850018542,309.9656770307567,146.25979127457316,6.724072677088233,2,-0.0023325409933990385,0,28.702841780243475,37.68836870752017
-194.96140058253485,634.5369193572902,361.04594481428484,139.45067778595603,6.938231867774862,3,-0.0017233559280038335,0,30.01466114137718,31.454472459630725
-197.02830421628803,623.9547518405682,345.71269918693315,141.18242794820958,6.975718674166355,4,-0.003240037269185731,0,29.729042767063277,31.096719398539246
-200.428654744977,635.2801664060205,333.38804540718434,144.46673101709052,7.601156174624777,5,-0.004243642415623151,0,29.097001567380016,39.13440860074419
-207.57212312550737,725.4384672062258,408.64515121446834,125.39756185744959,6.681067580704386,2,-0.0017489489978447519,0,24.956663040589213,29.78512317963865
-203.91396480311522,648.7046935880942,410.8428392501695,122.13325540088287,7.136194707782327,3,0.0021134031489013125,0,24.257172323450586,29.64948242389941
-204.99268063795563,704.7780043702987,408.53932287320174,127.89232830138305,6.682578448773935,4,0.0028015442872478757,0,24.7787814713942,29.693849995791965
-202.28602580908006,676.6874074530049,446.7712736654593,118.30954662466982,7.3690286032540655,5,-0.0012474029118002639,0,23.70173445340563,29.409011521503693
-211.94462423861086,661.0053014360528,231.97764898310885,241.49055893730252,3.656665436984719,2,0.00040399179325502685,0,6.200820689203591,10.817974712128988
-210.8165787786495,634.9970256245584,238.1304296833364,237.2277659031064,3.6428999798362898,3,-0.001052251498921335,0,6.06053224075738,11.169019505363707
-212.2303187268519,693.3024765296348,230.50342421758626,199.48227655175313,3.2157244272874443,4,-0.005005742301612717,0,6.025784570884844,10.722109943181326
-213.8553313151779,735.5431621027359,225.1046886391285,238.78385006769082,3.647193912072161,5,-0.0024671920480282316,0,5.966436325966322,11.009221511847466
-223.31358249072017,760.6888703226514,290.2706852329486,240.9276295700661,3.1603717379589793,2,0.0010595785693745825,0,6.042971637535364,11.404641888729723
-219.26995149709396,775.0437441839176,252.34953682875283,218.59176306340078,3.533052139078676,3,0.00126752617373968,0,6.3819949879165785,11.865116411028286
-219.88115279793928,712.9602004302172,264.5317061095305,226.16640868045843,3.6931795481145997,4,-0.00284685859966995,0,6.741864210440689,11.11508921795444
-221.13499102772877,778.0854925112093,250.26613035578976,209.20211318748972,3.663475000986008,5,-0.0006407145505288417,0,6.712993804196752,11.359089502685785
-228.03978304111402,787.9903614888248,283.0967540906614,238.60604600739245,3.4913428194771896,2,0.0014608565372168018,0,7.052257813153702,11.460779388338027
-224.05383256262002,793.7608226497766,272.5956459974569,235.52162058823197,3.452439212518799,3,-0.002315039765474075,0,7.078377788172893,12.262224506486803
-227.69189859429596,768.6680403295084,279.5060048268311,241.18555879327715,3.287281689831157,4,0.0016556786822967218,0,6.831940261389136,11.66956306638273
-224.47640612335394,717.3317534887043,275.88503227549955,208.03456115511227,3.189723430036856,5,-0.0011922007382386929,0,6.626846047667773,12.06894668480129
-237.5248034736364,754.9744596245408,298.07107158655,212.1387407618609,3.847011842680211,2,-0.0019517333978719684,0,7.297211297849464,12.172654461728849
-233.03766400322604,685.8313607606004,318.10627745731443,239.75827025208676,3.1797992487012845,3,0.004091676530207862,0,7.010241424981743,12.27602788504078
-231.3378084826885,726.1909459858892,304.7946250591982,216.42073434633252,3.17477194995478,4,-5.344157477867531e-05,0,6.983834445886122,12.575999339165808
-235.04600912081617,767.9145686453096,315.36045703338203,231.59970328251615,3.5607386735178657,5,-0.0017326081252488329,0,7.0036543728867855,12.342062098673205
-243.23758328756156,748.597568910636,318.7367007329364,232.53510313068404,3.695481142228623,2,-0.0029284996634751223,0,10.725025839348058,16.518884585933485
-241.50193993714893,716.1963786959003,332.22007768169567,223.66139504688226,3.8014103419668226,3,-1.3472080027084881e-05,0,10.788928388954734,16.57089916181888
-239.8370885462936,856.6637147509737,328.8270000286106,211.9998426507579,3.2659183780620453,4,0.0029048368949440625,0,10.84846392456946,16.853992739179702
-245.97836078075233,860.3668316287255,341.73249485779473,208.76115132835037,3.485508481077889,5,0.0010872201669078314,0,10.575281084903954,17.28681931208969
-251.51215894472895,758.8460395671639,359.59652325554174,227.3676995580312,3.340259353282632,2,-0.0008116464506685435,0,8.40434479218676,12.055150703378775
-247.0323781997984,855.8815208425917,353.1430350180068,199.29056301284396,3.771990175931831,3,-0.0018274970180321818,0,8.491654215705815,12.054113321008801
-251.35341753214124,752.1742499848478,370.5143016589568,235.59418798906336,3.7850165867946672,4,0.002795822502093735,0,8.651545689879917,11.817559512375745
-252.9684080179879,799.1164570026265,390.3485919512418,226.3789934649704,3.1545957445240562,5,0.00027475183915523065,0,8.53985062108557,11.819765140456756
-159.1483677029236,528.1284299222519,269.2605459715534,111.73144955594584,7.143774382573037,2,0.10274998966354953,1,24.719349957088824,26.536477891314192
-157.46613482712007,549.8551967755658,292.90197005320425,115.92828657656018,7.146905616133477,3,0.10109506035795497,1,24.825529170690885,26.290017688987206
-153.72467564190535,533.7900904660615,302.236387902632,105.15673182767084,6.7272042220883925,4,0.09655996076389096,1,24.987098227334265,26.489464296751667
-160.5519373636034,562.4878111378973,267.75225554052764,116.06888313827166,6.678608660994433,5,0.10230071843754461,1,24.75138609447359,26.772133816970406
-172.78339756292684,517.9690590588901,348.2849344325861,130.61214456636333,6.706356513248361,2,0.10173131047614618,1,28.78321767302545,32.997917096128965
-173.89396193523356,612.5240477358376,319.8258114494809,134.69382214836148,7.246369787477956,3,0.1025962149866578,1,29.85169060318318,29.814701971275845
-173.1982220832104,577.9726187117252,319.1734493915643,133.83652448245724,7.129131146284408,4,0.09920815588466343,1,28.98302871264955,29.31002298520016
-173.32740523115612,591.2337321507488,336.19465784944396,115.78224456807025,6.8732283394837355,5,0.09944334224873175,1,28.120795676079616,34.32142912110829
-180.64234735350107,539.2164378555186,308.1314931128254,151.56663205628826,6.8393436846315,2,0.09900686327434857,1,26.566428217347184,30.67372880096153
-182.8975106071285,572.9826133652557,312.3476065296472,138.53402097039051,6.859652373055757,3,0.10042349177387205,1,26.779598542060082,25.171609577582686
-182.96311520511824,589.5586638827419,307.3073250011307,152.7787180743414,7.616289969417614,4,0.10072939341767623,1,26.05230739903154,27.18668043600483
-182.26218318242522,562.2457131826504,273.7206642759519,134.05055432426732,7.108076148405177,5,0.09893134152578342,1,25.424829417901574,31.826055294188066
-187.2340628650612,622.5546120773387,330.4831338947837,143.3570254893803,6.687781800101897,2,0.10083123654667185,1,23.153662533858395,27.23033567200018
-185.55457856597877,589.1764866103039,300.9788889572481,147.3126652598587,7.3265113212080415,3,0.10169758847013327,1,24.54345381904032,24.84763611110821
-187.4145053160636,556.9771347356043,345.6706379906135,150.34960543329055,6.536467035721922,4,0.10100336607970767,1,23.838180930802533,24.70155573446515
-188.90738939302793,580.5074495159322,326.620717692041,133.76579551465048,6.910175949680474,5,0.10143078350543622,1,22.738147092506182,28.434380141248667
-194.5133499884891,633.171333698172,351.7195424266478,156.84737251311694,6.373677298066088,2,0.10156832317599988,1,35.70811578809195,41.86515048208201
-198.61235680358544,664.3567572176786,333.5844771689356,158.08116442731082,7.408712320840685,3,0.10307568541889413,1,37.009964609910654,35.54319379934109
-196.5305609386279,672.9093225641318,344.0824587996286,158.14997442974104,7.069247802381531,4,0.09760526134842579,1,37.163959427911934,34.35821240278067
-196.2123322020391,589.6286184882061,313.0914113066834,138.6007924105759,7.268168442468386,5,0.1041693572430622,1,35.607017931510505,43.550508277481455
-206.9454122406704,644.6759881882462,426.28042074754,125.62742565319462,6.319046456151083,2,0.09936296659063285,1,33.12078059552438,33.66305687175534
-204.39092165647727,605.7749802191663,396.993515164199,119.59379376401036,6.364288280119797,3,0.09895246260619608,1,32.057805556789745,34.44466282612424
-201.50354445453516,610.8753594517235,421.52320647902536,118.23207263448465,7.026263799676719,4,0.10144539824365317,1,33.375721529966356,33.99569005923105
-205.44235480897552,650.3693823850841,418.9833633424453,118.81924770574338,7.4745791368791945,5,0.1004918898368809,1,32.011808852013274,33.43512780642054
-213.33053218411575,634.3489748672466,251.64739664485202,209.29112736793303,3.4698722472448322,2,0.1015846858504781,1,10.193047926000826,13.487692129526904
-212.23558946731004,697.6521418395945,268.19135581579434,223.7498176344127,3.391995196556802,3,0.10255706861669905,1,9.825702190084808,13.642107344718658
-215.9343613395315,665.1821109185153,268.95630181369677,211.0795230270664,3.210211896608069,4,0.09946509751494428,1,10.539962744585736,13.578093320124202
-211.31636436090676,634.4735934894895,268.9733926952691,232.11286813216762,3.337357998456388,5,0.10000515553394297,1,10.650470652514425,13.937410945586299
